OBJECTID_12_13,Plant_ID,Plant_Alias,Plant_Label,MW,Gross_MWh,Net_MWh,General_Fuel,Status,STEP_License_Status,Gen_Count,Initial_Start_Date,Online_Year,Retire_Date,Docket_ID,CEC_Sited_Flag,STEP_Project_Type,REAT_ID,WREGIS_ID,County,State_,Peaker,Renewable_Energy,CEC_Jurisdictional_Plant,CEC_Data_Source,Wind_Resource,LRA,Sub_Area,Service_Area,Service_Category,Caliso_Balancing_Authorities,Air_District,Air_Basin,Quad,Senate_District,Assembly_District,Congressional_District,CES30_PercentileRange,CES30_Percentile,Website,CEC_Link,Aerial,C_Comments,Longitude,Latitude,Elevation,Operation_Job,Property_Tax,Capacity_Factor,Income_Percent,Project_Location,Creator,Creator_Date,Last_Editor,Last_Editor_Date,GlobalID
2180,W0409,Ocotillo Wind Energy Facility; Ocotillo 2; Ocotillo Wind Energy Facility; Ocotillo Wind Energy Facility Project,Ocotillo Express,265.44,575314.0,575314.0,Wind,Operating,,1.0,1356652800000.0,2012.0,,,N,,H-13,W3692,Imperial,CA,0.0,1.0,0.0,WPRS,East San Diego,San Diego/ IV Area,,Imperial Irrigation District,,IID,Imperial County Air Pollution Control District,Salton Sea,Carrizo Mountain,Senate District 40,Assembly District 56,Congressional District 51,65-70%,67.0,,,"<a href="""">Google Earth</a>",,-116.04938589,32.75979594,193.71820078,,,0.2467438,59.0,Low Income,cecgis,1581101982706,cecgis,1581101982706,5b6dbce9-020a-43a3-902a-ab01952795ef
2359,W0418,,Milford 2,100.5,189138.0,187634.0,Wind,Operating,,1.0,1276128000000.0,2010.0,,,N,,J-6,,Millard,UT,0.0,1.0,0.0,QFER,,,,,,,,,,,,,,,,,"<a href="""">Google Earth</a>",,-112.91774496,38.59086349,,,,0.21254610000000002,,,cecgis,1581101982706,cecgis,1581101982706,0d6bdbc8-45b2-4b86-a89f-ceb96dfad9df
2360,W0417,,Milford 1,203.5,410212.0,398144.0,Wind,Operating,,1.0,1258329600000.0,2009.0,,,N,,J-6,,Beaver,UT,0.0,1.0,0.0,QFER,,,,,,,,,,,,,,,,,"<a href="""">Google Earth</a>",,-112.95370515,38.55131617,,,,0.22273242,,,cecgis,1581101982706,cecgis,1581101982706,c0eb7bb6-c872-4812-a9fb-6e12e0175d62
6996,W0467,,Tule,131.0,311385.46,311385.0,Wind,Operating,,1.0,1515110400000.0,2018.0,,,N,,,,San Diego,CA,0.0,1.0,0.0,WPRS,East San Diego,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Sombrero Peak,Senate District 40,Assembly District 71,,55-60%,55.0,,,,,-116.30163249,32.76220205,1241.51772281,,,0.27060391,66.0,,cecgis,1581101982706,cecgis,1581101982706,c059393a-33eb-4bc0-b747-e2f800d867ae
8200,W0468,,Golden Hills North,46.0,185406.0,185406.0,Wind,Operating,,1.0,1510099200000.0,2017.0,,,N,,,,Alameda,CA,0.0,1.0,0.0,QFER,Altamont,Greater Bay,Contra Costa,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Byron Hot Springs,Senate District 7,Assembly District 16,,40-45%,42.0,,,,,-121.63185178,37.76728995,211.17281268,,,0.45885305,219.0,,cecgis,1581101982706,cecgis,1581101982706,15b9013e-40a3-42cf-86d8-e8427af55d52
9808,W0469,,Alite,24.0,,,Wind,Operating,,,,2018.0,,,N,,,,Kern,CA,,1.0,0.0,WPRS,Tehachapi,Big Creek / Ventura,,Southern California Edison,IOU,CALISO,Kern Air Pollution Control District,Mojave Desert,Monolith,Senate District 16,Assembly District 34,,70-75%,71.0,,,,,-118.34524612,35.03523992,1284.46686255,,,,96.0,,cecgis,1581101982706,cecgis,1581101982706,6222a99e-c457-4230-a3c8-715117a2e4b0
10252,W0266,,CTV 6029,7.5,,,Wind,Operating,,1.0,1401753600000.0,2014.0,,,N,,,,Kern,CA,0.0,1.0,0.0,,Tehachapi,Big Creek / Ventura,,Southern California Edison,IOU,CALISO,Kern Air Pollution Control District,Mojave Desert,Monolith,Senate District 16,Assembly District 34,Congressional District 34,70-75%,71.0,,,,,-118.341894,35.058014,1268.43618394,,,,,,cecgis,1581101982706,cecgis,1581101982706,b341f508-92ef-4f6c-8e74-b0753fb951bd
10253,W0280,,CTV,3.0,,,Wind,Operating,,1.0,378691200000.0,1982.0,,,N,,,,Kern,CA,0.0,1.0,0.0,,Tehachapi,Big Creek / Ventura,,Southern California Edison,IOU,CALISO,Kern Air Pollution Control District,Mojave Desert,Monolith,Senate District 16,Assembly District 34,Congressional District 34,70-75%,71.0,,,,,-118.341894,35.058014,1268.43618394,,,,,,cecgis,1581101982706,cecgis,1581101982706,b7e4b233-ee2c-4bc3-92a5-38471a778c34
10254,W0294,,CTV 6089,4.5,,,Wind,Operating,,1.0,378691200000.0,1982.0,,,N,,,,Kern,CA,0.0,1.0,0.0,,Tehachapi,Big Creek / Ventura,,Southern California Edison,IOU,CALISO,Kern Air Pollution Control District,Mojave Desert,Tehachapi South,Senate District 16,Assembly District 34,Congressional District 34,70-75%,71.0,,,,,-118.3751397,35.07755561,1479.28228011,,,,,,cecgis,1581101982706,cecgis,1581101982706,11d4089a-659a-47b1-a990-48b40800f9f5
10266,W0471,,Voyager 2,128.7,12867.56,12868.0,Wind,Operating,,1.0,1541548800000.0,2018.0,,,N,,,,Kern,CA,0.0,1.0,0.0,WPRS,Tehachapi,Big Creek / Ventura,,Southern California Edison,IOU,CALISO,Kern Air Pollution Control District,Mojave Desert,Monolith,Senate District 16,Assembly District 34,,70-75%,71.0,,,,,-118.27620188,35.04967256,1092.25348192,,,0.01138257,,,cecgis,1581101982706,cecgis,1581101982706,00fcef97-d22e-4264-af2d-905c13530781
10267,W0472,,Voyager 3,43.2,1098.1,1098.0,Wind,Operating,,1.0,1545523200000.0,2018.0,,,N,,,,Kern,CA,0.0,1.0,0.0,WPRS,Tehachapi,Big Creek / Ventura,,Southern California Edison,IOU,CALISO,Kern Air Pollution Control District,Mojave Desert,Monolith,Senate District 16,Assembly District 34,,70-75%,71.0,,,,,-118.27589841,35.047969,1084.59239254,,,0.00289352,,,cecgis,1581101982706,cecgis,1581101982706,358da3d6-e981-4237-aeb5-801b6a364fc4
10268,W0473,,Voyager 4,21.6,1571.65,1572.0,Wind,Operating,,1.0,1545264000000.0,2018.0,,,N,,,,Kern,CA,0.0,1.0,0.0,<Null>,Tehachapi,Big Creek / Ventura,,Southern California Edison,IOU,CALISO,Kern Air Pollution Control District,Mojave Desert,Monolith,Senate District 16,Assembly District 34,,70-75%,71.0,,,,,-118.27260364,35.05112766,1093.65527336,,,0.00828527,,,cecgis,1581101982706,cecgis,1581101982706,226ca8eb-b2d4-4eb3-956c-cbc70a604f95
