Longitude,Latitude,MW
-118.32079867216667,35.062431634333336,3526.14
-121.73600258114286,37.92045825,1657.66
-116.6061485632353,33.91812439882353,687.8500000000001
-112.935725055,38.57108983,304.0
-105.46167026,34.65111203,298.2
-121.81377197,40.90904039,101.2
-116.261908895,32.7389464425,447.44
