Zip,Zip Percentage,Region,City,State,Year, Total Building Count , Total Roof Area (sq meters) , Total Potential Capacity with 10m2 minimum (kW) , Total potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - SMALL , Total Area in lidar (sq meters) - SMALL , Buildings - SMALL with any size available area , Area (sq meters) - SMALL with any size available area , Buildings - SMALL - with 10m2+ available area , Area (sq meters) - SMALL - with 10m2+ available area , Small building potential capacity with 10m2 minimum (kW) , Small building potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - MEDIUM , Total Area in lidar (sq meters) - MEDIUM , Buildings - MEDIUM with any size available area , Area (sq meters) - MEDIUM with any size available area , Buildings - MEDIUM with 10m2+ available area , Area (sq meters) - MEDIUM with 10m2+ available area , Medium building potential capacity with 10m2 minimum (kW) , Medium building potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - LARGE , Total Area in lidar (sq meters) - LARGE , Buildings - LARGE with any size available area , Area (sq meters) - LARGE with any size available area , Buildings - LARGE - with 10m2+ available area , Area (sq meters) - LARGE - with 10m2+ available area , Large building potential capacity with 10m2 minimum (kW) , Large building potential energy generation with 10m2 minimum (kWh/yr) , Average Building Footprint (sq meters) ,% Buildings in SMALL category,% Area in SMALL category,% Buildings in MEDIUM category,% Area in MEDIUM category,% Buildings in LARGE category,% Area in LARGE category,% Buildings - SMALL,% Area - SMALL,% Buildings - SMALL - 10m2 ,% Area - SMALL - 10m2 ,% Buildings - MEDIUM,% Area - MEDIUM,% Buildings - MEDIUM - 10m2 ,% Area - MEDIUM - 10m2 ,% Buildings - LARGE,% Area - LARGE,% Buildings - LARGE - 10m2 ,% Area - LARGE - 10m2 ,ulocaledesc,2010_PopDens_SqMile,CensusRegion
14609,1,Rochester,  -   ,NY,2014,"  15,225 ","  2,059,931 ","112,505.40","127,275,100.00","14,992.00","1,590,173.83","14,849.00","564,178.76","11,294.00","401,628.16","73,458.80","81,989,900.00",196.00,"175,375.74",196.00,"106,989.33",196.00,"98,820.23","12,966.30","14,921,600.00",37.00,"294,380.98",37.00,"224,055.54",37.00,"215,689.09","26,080.30","30,363,600.00",135.30,98.5%,77.2%,1.3%,8.5%,0.2%,14.3%,99.0%,35.5%,75.3%,25.3%,100.0%,61.0%,100.0%,56.3%,100.0%,76.1%,100.0%,73.3%,Suburb Large,5258.057956,Middle Atlantic
14610,1,Rochester,  -   ,NY,2014,"  4,827 ","  1,011,800 ","47,279.74","54,319,100.00","4,620.00","607,160.52","4,499.00","167,053.26","2,953.00","102,862.96","18,661.20","21,192,000.00",170.00,"152,085.95",169.00,"79,095.44",167.00,"70,791.97","9,681.14","11,164,700.00",37.00,"252,553.15",37.00,"165,056.07",37.00,"149,484.58","18,937.40","21,962,400.00",209.61,95.7%,60.0%,3.5%,15.0%,0.8%,25.0%,97.4%,27.5%,63.9%,16.9%,99.4%,52.0%,98.2%,46.5%,100.0%,65.4%,100.0%,59.2%,City Midsize,3100.406306,Middle Atlantic
14611,1,Rochester,  -   ,NY,2008,"  5,602 ","  1,150,770 ","77,344.40","88,669,600.00","5,408.00","531,763.04","5,317.00","172,788.65","3,679.00","116,474.57","23,079.60","25,603,100.00",138.00,"138,944.86",138.00,"90,727.87",138.00,"86,109.52","11,195.60","12,880,200.00",56.00,"480,061.92",56.00,"365,972.50",56.00,"354,868.59","43,069.20","50,186,300.00",205.42,96.5%,46.2%,2.5%,12.1%,1.0%,41.7%,98.3%,32.5%,68.0%,21.9%,100.0%,65.3%,100.0%,62.0%,100.0%,76.2%,100.0%,73.9%,City Midsize,5697.004595,Middle Atlantic
14613,1,Rochester,  -   ,NY,2014,"  4,109 ","  778,194 ","51,397.21","58,569,490.00","3,992.00","401,572.98","3,953.00","138,664.30","2,918.00","91,993.44","16,239.10","17,893,600.00",94.00,"96,198.24",94.00,"65,596.66",92.00,"62,684.05","8,105.81","9,359,090.00",23.00,"280,422.66",23.00,"228,276.62",23.00,"222,354.98","27,052.30","31,316,800.00",189.39,97.2%,51.6%,2.3%,12.4%,0.6%,36.0%,99.0%,34.5%,73.1%,22.9%,100.0%,68.2%,97.9%,65.2%,100.0%,81.4%,100.0%,79.3%,City Midsize,7967.176674,Middle Atlantic
14614,1,Rochester,  -   ,NY,2014,  47 ,"  95,091 ","5,199.48","6,094,964.80",11.00,"1,195.71",11.00,390.37,6.00,295.82,42.10,"49,664.80",24.00,"31,995.61",24.00,"14,720.67",24.00,"13,046.11","1,627.70","1,905,130.00",12.00,"61,899.19",12.00,"32,208.28",12.00,"30,035.04","3,529.68","4,140,170.00","2,023.20",23.4%,1.3%,51.1%,33.6%,25.5%,65.1%,100.0%,32.6%,54.5%,24.7%,100.0%,46.0%,100.0%,40.8%,100.0%,52.0%,100.0%,48.5%,City Midsize,6183.991384,Middle Atlantic
14615,0.767347206,Rochester,  -   ,NY,2008,"  4,102 ","  1,124,873 ","75,505.70","86,920,500.00","3,859.00","388,404.73","3,769.00","135,902.03","2,848.00","99,429.39","17,898.00","19,956,400.00",187.00,"183,109.14",187.00,"103,609.70",186.00,"95,753.02","13,012.20","14,845,100.00",56.00,"553,358.89",56.00,"398,112.08",56.00,"381,538.71","44,595.50","52,119,000.00",274.23,94.1%,34.5%,4.6%,16.3%,1.4%,49.2%,97.7%,35.0%,73.8%,25.6%,100.0%,56.6%,99.5%,52.3%,100.0%,71.9%,100.0%,68.9%,Suburb Large,3061.609431,Middle Atlantic
14616,0.04524861031,Rochester,  -   ,NY,2008,  457 ,"  59,684 ","2,881.73","3,250,551.00",452.00,"55,034.62",442.00,"19,351.69",350.00,"14,378.90","2,564.08","2,881,610.00",5.00,"4,649.23",5.00,"2,435.43",5.00,"2,262.43",317.65,"368,941.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.60,98.9%,92.2%,1.1%,7.8%,0.0%,0.0%,97.8%,35.2%,77.4%,26.1%,100.0%,52.4%,100.0%,48.7%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Large,4329.333452,Middle Atlantic
14617,0.2706926896,Rochester,  -   ,NY,2008,"  3,842 ","  650,751 ","37,319.10","42,345,720.00","3,738.00","490,711.68","3,654.00","167,486.16","2,910.00","124,443.83","22,656.60","25,550,500.00",92.00,"73,920.53",92.00,"43,526.42",92.00,"40,978.22","6,290.29","7,026,170.00",12.00,"86,118.36",12.00,"73,144.99",12.00,"71,691.25","8,372.21","9,769,050.00",169.38,97.3%,75.4%,2.4%,11.4%,0.3%,13.2%,97.8%,34.1%,77.8%,25.4%,100.0%,58.9%,100.0%,55.4%,100.0%,84.9%,100.0%,83.2%,Suburb Large,2654.766676,Middle Atlantic
14618,1,Rochester,  -   ,NY,2014,"  7,050 ","  1,736,746 ","90,085.60","102,986,100.00","6,593.00","1,109,440.75","6,487.00","333,699.40","5,032.00","231,720.36","42,127.60","47,813,300.00",406.00,"328,082.03",406.00,"170,838.63",403.00,"151,005.61","22,621.00","25,709,500.00",51.00,"299,222.94",51.00,"217,567.15",51.00,"206,406.05","25,337.00","29,463,300.00",246.35,93.5%,63.9%,5.8%,18.9%,0.7%,17.2%,98.4%,30.1%,76.3%,20.9%,100.0%,52.1%,99.3%,46.0%,100.0%,72.7%,100.0%,69.0%,Suburb Large,2584.432541,Middle Atlantic
14619,1,Rochester,  -   ,NY,2008,"  5,010 ","  497,629 ","21,383.52","24,035,452.00","4,961.00","448,765.30","4,895.00","136,724.37","3,247.00","87,305.53","17,477.50","19,511,500.00",47.00,"41,005.22",47.00,"25,357.94",47.00,"24,060.76","3,262.58","3,768,490.00",2.00,"7,858.23",2.00,"5,696.30",2.00,"5,476.04",643.44,"755,462.00",99.33,99.0%,90.2%,0.9%,8.2%,0.0%,1.6%,98.7%,30.5%,65.5%,19.5%,100.0%,61.8%,100.0%,58.7%,100.0%,72.5%,100.0%,69.7%,City Midsize,9540.054626,Middle Atlantic
14620,1,Rochester,  -   ,NY,2014,"  6,404 ","  1,394,440 ","73,709.60","84,629,000.00","6,050.00","683,940.57","5,966.00","218,192.11","4,249.00","142,448.95","25,812.80","29,096,000.00",293.00,"287,929.85",293.00,"153,333.92",291.00,"138,231.76","19,249.40","22,066,700.00",61.00,"422,569.86",61.00,"256,063.85",61.00,"237,922.08","28,647.40","33,466,300.00",217.75,94.5%,49.0%,4.6%,20.6%,1.0%,30.3%,98.6%,31.9%,70.2%,20.8%,100.0%,53.3%,99.3%,48.0%,100.0%,60.6%,100.0%,56.3%,City Midsize,5106.68753,Middle Atlantic
14621,0.9798551724,Rochester,  -   ,NY,2008,"  9,316 ","  1,453,037 ","88,174.80","99,592,200.00","8,998.00","899,567.50","8,924.00","330,928.62","6,880.00","232,991.39","43,418.30","47,509,800.00",273.00,"240,242.26",273.00,"153,064.88",273.00,"143,731.96","18,586.40","21,394,000.00",45.00,"313,227.62",45.00,"230,053.34",45.00,"221,933.35","26,170.10","30,688,400.00",155.97,96.6%,61.9%,2.9%,16.5%,0.5%,21.6%,99.2%,36.8%,76.5%,25.9%,100.0%,63.7%,100.0%,59.8%,100.0%,73.4%,100.0%,70.9%,City Midsize,8003.030927,Middle Atlantic
14622,0.5202677523,Rochester,  -   ,NY,2008,"  2,740 ","  547,607 ","34,865.57","39,623,760.00","2,682.00","371,872.55","2,615.00","141,237.79","2,200.00","107,262.65","19,121.70","21,364,500.00",44.00,"42,761.42",44.00,"27,659.35",44.00,"25,985.83","3,493.17","3,993,360.00",14.00,"132,973.30",14.00,"105,799.67",14.00,"103,011.79","12,250.70","14,265,900.00",199.86,97.9%,67.9%,1.6%,7.8%,0.5%,24.3%,97.5%,38.0%,82.0%,28.8%,100.0%,64.7%,100.0%,60.8%,100.0%,79.6%,100.0%,77.5%,Suburb Large,2378.383543,Middle Atlantic
14623,0.8105666218,Rochester,  -   ,NY,2008,"  4,174 ","  2,644,325 ","219,830.10","255,979,400.00","3,386.00","531,116.43","3,272.00","193,690.15","2,645.00","149,188.23","24,799.30","28,178,900.00",606.00,"624,177.23",606.00,"417,234.55",606.00,"392,391.08","50,491.80","58,318,500.00",182.00,"1,489,031.36",182.00,"1,289,147.47",182.00,"1,265,047.18","144,539.00","169,482,000.00",633.52,81.1%,20.1%,14.5%,23.6%,4.4%,56.3%,96.6%,36.5%,78.1%,28.1%,100.0%,66.8%,100.0%,62.9%,100.0%,86.6%,100.0%,85.0%,Suburb Large,1288.367864,Middle Atlantic
14624,0.8054550599,Rochester,  -   ,NY,2008,"  11,209 ","  3,527,839 ","250,824.80","288,608,700.00","10,527.00","1,637,359.76","10,258.00","588,193.48","8,673.00","445,979.32","78,154.10","87,251,400.00",518.00,"486,138.97",518.00,"316,025.74",518.00,"298,011.25","39,856.70","45,717,300.00",164.00,"1,404,340.20",164.00,"1,182,948.32",164.00,"1,160,187.69","132,814.00","155,640,000.00",314.73,93.9%,46.4%,4.6%,13.8%,1.5%,39.8%,97.4%,35.9%,82.4%,27.2%,100.0%,65.0%,100.0%,61.3%,100.0%,84.2%,100.0%,82.6%,Suburb Large,1178.954607,Middle Atlantic
14625,1,Rochester,  -   ,NY,2014,"  4,384 ","  1,015,097 ","53,006.70","60,659,200.00","4,167.00","681,514.08","3,975.00","207,230.87","3,033.00","147,656.49","25,894.00","29,038,300.00",193.00,"160,116.40",193.00,"87,979.08",193.00,"79,239.49","10,689.80","12,362,700.00",24.00,"173,466.15",24.00,"143,683.34",24.00,"140,253.96","16,422.90","19,258,200.00",231.55,95.1%,67.1%,4.4%,15.8%,0.5%,17.1%,95.4%,30.4%,72.8%,21.7%,100.0%,54.9%,100.0%,49.5%,100.0%,82.8%,100.0%,80.9%,Suburb Large,1522.388599,Middle Atlantic
14626,0.4438044848,Rochester,  -   ,NY,2008,"  4,163 ","  1,065,521 ","67,697.68","77,215,260.00","4,030.00","659,467.12","3,953.00","239,690.28","3,411.00","180,214.75","32,175.90","35,974,000.00",106.00,"85,794.89",106.00,"50,510.72",106.00,"46,455.74","6,820.98","7,732,760.00",27.00,"320,258.75",27.00,"251,408.62",27.00,"243,060.95","28,700.80","33,508,500.00",255.95,96.8%,61.9%,2.5%,8.1%,0.6%,30.1%,98.1%,36.3%,84.6%,27.3%,100.0%,58.9%,100.0%,54.1%,100.0%,78.5%,100.0%,75.9%,Suburb Large,2064.146659,Middle Atlantic
15001,0.06330572483,Pittsburgh,  -   ,PA,2012,  268 ,"  33,778 ","1,728.45","1,982,970.00",266.00,"31,505.21",259.00,"12,287.76",203.00,"8,980.65","1,516.31","1,741,740.00",2.00,"2,273.28",2.00,"1,587.52",2.00,"1,484.96",212.14,"241,230.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.04,99.3%,93.3%,0.7%,6.7%,0.0%,0.0%,97.4%,39.0%,76.3%,28.5%,100.0%,69.8%,100.0%,65.3%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Large,489.4227062,Middle Atlantic
15017,1,Pittsburgh,  -   ,PA,2012,"  5,411 ","  1,340,969 ","92,544.80","96,697,500.00","4,963.00","671,521.33","4,934.00","267,696.02","4,338.00","207,946.04","37,033.50","37,689,900.00",385.00,"327,587.86",385.00,"194,042.77",384.00,"176,985.94","24,827.80","26,123,200.00",63.00,"341,860.31",63.00,"268,977.09",63.00,"260,031.85","30,683.50","32,884,400.00",247.82,91.7%,50.1%,7.1%,24.4%,1.2%,25.5%,99.4%,39.9%,87.4%,31.0%,100.0%,59.2%,99.7%,54.0%,100.0%,78.7%,100.0%,76.1%,Suburb Large,1265.550284,Middle Atlantic
15018,0.9473985184,Pittsburgh,  -   ,PA,2012,  543 ,"  64,035 ","3,405.44","3,497,591.00",538.00,"59,837.16",535.00,"24,072.69",439.00,"17,377.35","3,008.43","3,078,360.00",5.00,"4,197.37",5.00,"3,224.38",5.00,"3,094.53",397.01,"419,231.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.93,99.1%,93.4%,0.9%,6.6%,0.0%,0.0%,99.4%,40.2%,81.6%,29.0%,100.0%,76.8%,100.0%,73.7%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Large,770.5850199,Middle Atlantic
15019,0.1242578245,Pittsburgh,  -   ,PA,2012,  220 ,"  30,034 ","1,863.72","2,117,996.00",213.00,"23,728.66",211.00,"10,421.40",163.00,"7,706.68","1,279.03","1,449,690.00",7.00,"6,305.22",7.00,"4,482.40",7.00,"4,204.85",584.69,"668,306.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,136.52,96.8%,79.0%,3.2%,21.0%,0.0%,0.0%,99.1%,43.9%,76.5%,32.5%,100.0%,71.1%,100.0%,66.7%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Rural Fringe,126.2916126,Middle Atlantic
15024,0.1921981779,Pittsburgh,  -   ,PA,2012,"  1,753 ","  351,097 ","25,989.44","30,258,350.00","1,676.00","197,707.66","1,666.00","93,248.95","1,492.00","75,065.08","12,951.40","14,652,400.00",63.00,"66,295.48",63.00,"44,839.27",63.00,"41,981.33","5,277.54","6,306,870.00",14.00,"87,094.25",14.00,"65,352.77",14.00,"62,954.51","7,760.50","9,299,080.00",200.28,95.6%,56.3%,3.6%,18.9%,0.8%,24.8%,99.4%,47.2%,89.0%,38.0%,100.0%,67.6%,100.0%,63.3%,100.0%,75.0%,100.0%,72.3%,Suburb Large,554.3426751,Middle Atlantic
15025,1,Pittsburgh,  -   ,PA,2012,"  7,246 ","  1,250,054 ","76,433.00","79,333,300.00","6,937.00","843,208.41","6,835.00","343,449.18","5,530.00","261,340.23","45,475.90","46,536,800.00",279.00,"240,053.23",279.00,"141,674.55",278.00,"130,348.29","17,574.00","18,553,400.00",30.00,"166,791.93",30.00,"113,148.77",30.00,"107,406.69","13,383.10","14,243,100.00",172.52,95.7%,67.5%,3.9%,19.2%,0.4%,13.3%,98.5%,40.7%,79.7%,31.0%,100.0%,59.0%,99.6%,54.3%,100.0%,67.8%,100.0%,64.4%,Suburb Large,1013.565977,Middle Atlantic
15026,0.2083248249,Pittsburgh,  -   ,PA,2012,  512 ,"  373,177 ","30,989.69","36,963,810.00",483.00,"57,940.57",453.00,"23,415.89",342.00,"18,419.60","3,037.81","3,516,490.00",17.00,"17,074.46",17.00,"11,328.46",17.00,"10,636.19","1,485.88","1,723,520.00",12.00,"298,161.80",12.00,"232,316.93",12.00,"225,345.20","26,466.00","31,723,800.00",728.86,94.3%,15.5%,3.3%,4.6%,2.3%,79.9%,93.8%,40.4%,70.8%,31.8%,100.0%,66.3%,100.0%,62.3%,100.0%,77.9%,100.0%,75.6%,Rural Distant,103.1843218,Middle Atlantic
15028,1,Pittsburgh,  -   ,PA,2012,  46 ,"  5,700 ",317.34,"331,053.30",45.00,"4,689.05",44.00,"1,952.64",37.00,"1,465.91",244.06,"255,293.00",1.00,"1,010.99",1.00,472.11,1.00,447.50,73.29,"75,760.30",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123.91,97.8%,82.3%,2.2%,17.7%,0.0%,0.0%,97.8%,41.6%,82.2%,31.3%,100.0%,46.7%,100.0%,44.3%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Large,399.9244537,Middle Atlantic
15031,0.7112377882,Pittsburgh,  -   ,PA,2012,  204 ,"  39,346 ","2,909.50","3,417,668.00",191.00,"21,031.53",188.00,"9,072.13",170.00,"7,502.65","1,348.89","1,549,250.00",12.00,"14,821.95",12.00,"10,169.07",12.00,"9,680.18","1,207.14","1,441,740.00",1.00,"3,492.56",1.00,"3,224.14",1.00,"3,138.64",353.47,"426,678.00",192.87,93.6%,53.5%,5.9%,37.7%,0.5%,8.9%,98.4%,43.1%,89.0%,35.7%,100.0%,68.6%,100.0%,65.3%,100.0%,92.3%,100.0%,89.9%,Suburb Large,504.1681605,Middle Atlantic
15034,1,Pittsburgh,  -   ,PA,2012,  874 ,"  107,275 ","5,515.32","5,772,150.00",855.00,"92,181.74",847.00,"34,619.00",660.00,"25,326.13","4,332.17","4,516,930.00",19.00,"15,093.16",19.00,"9,878.11",19.00,"9,148.57","1,183.15","1,255,220.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122.74,97.8%,85.9%,2.2%,14.1%,0.0%,0.0%,99.1%,37.6%,77.2%,27.5%,100.0%,65.4%,100.0%,60.6%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Large,1792.289625,Middle Atlantic
15035,1,Pittsburgh,  -   ,PA,2012,"  1,049 ","  116,083 ","5,724.06","5,928,100.00","1,033.00","100,362.91","1,027.00","36,783.98",792.00,"25,433.32","4,528.00","4,654,550.00",16.00,"15,719.73",16.00,"10,057.47",16.00,"9,222.82","1,196.06","1,273,550.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.66,98.5%,86.5%,1.5%,13.5%,0.0%,0.0%,99.4%,36.7%,76.7%,25.3%,100.0%,64.0%,100.0%,58.7%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Large,4672.766949,Middle Atlantic
15037,0.6917771935,Pittsburgh,  -   ,PA,2012,"  4,947 ","  879,074 ","52,475.13","54,223,000.00","4,813.00","605,721.04","4,766.00","250,147.10","4,189.00","189,827.81","32,438.70","33,428,900.00",109.00,"94,115.46",109.00,"55,221.66",107.00,"51,066.05","7,222.93","7,474,300.00",25.00,"179,237.66",25.00,"102,161.56",25.00,"95,917.31","12,813.50","13,319,800.00",177.70,97.3%,68.9%,2.2%,10.7%,0.5%,20.4%,99.0%,41.3%,87.0%,31.3%,100.0%,58.7%,98.2%,54.3%,100.0%,57.0%,100.0%,53.5%,Suburb Large,420.4029524,Middle Atlantic
15038,1,Pittsburgh,  -   ,PA,2012,  109 ,"  12,046 ",677.25,"701,905.00",109.00,"12,046.31",108.00,"4,807.49",89.00,"3,805.05",677.25,"701,905.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.52,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,99.1%,39.9%,81.7%,31.6%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Small,178.8787544,Middle Atlantic
15045,1,Pittsburgh,  -   ,PA,2012,"  2,127 ","  292,005 ","19,382.73","20,084,410.00","2,076.00","191,895.19","2,049.00","79,159.15","1,518.00","57,623.67","8,892.23","9,031,070.00",45.00,"42,824.27",45.00,"31,954.62",45.00,"30,730.94","5,049.58","5,200,970.00",6.00,"57,285.88",6.00,"37,340.07",6.00,"36,145.82","5,440.92","5,852,370.00",137.29,97.6%,65.7%,2.1%,14.7%,0.3%,19.6%,98.7%,41.3%,73.1%,30.0%,100.0%,74.6%,100.0%,71.8%,100.0%,65.2%,100.0%,63.1%,Suburb Large,2519.535324,Middle Atlantic
15046,0.3948220586,Pittsburgh,  -   ,PA,2012,  441 ,"  75,937 ","4,228.97","4,928,224.00",419.00,"51,824.59",411.00,"18,444.43",355.00,"14,140.18","2,508.85","2,913,350.00",21.00,"16,926.52",21.00,"8,268.62",21.00,"6,719.28","1,184.96","1,371,770.00",1.00,"7,185.56",1.00,"4,037.21",1.00,"3,824.55",535.16,"643,104.00",172.19,95.0%,68.2%,4.8%,22.3%,0.2%,9.5%,98.1%,35.6%,84.7%,27.3%,100.0%,48.9%,100.0%,39.7%,100.0%,56.2%,100.0%,53.2%,Suburb Large,1140.657218,Middle Atlantic
15047,1,Pittsburgh,  -   ,PA,2012,  146 ,"  18,295 ",899.37,"940,975.70",144.00,"16,984.20",143.00,"6,072.56",126.00,"4,587.35",817.24,"854,712.00",2.00,"1,310.70",2.00,555.70,2.00,499.13,82.13,"86,263.70",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.31,98.6%,92.8%,1.4%,7.2%,0.0%,0.0%,99.3%,35.8%,87.5%,27.0%,100.0%,42.4%,100.0%,38.1%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Large,970.7801974,Middle Atlantic
15049,0.3259783862,Pittsburgh,  -   ,PA,2012,  280 ,"  95,178 ","7,998.33","8,391,160.00",257.00,"30,741.46",257.00,"14,267.65",236.00,"11,729.57","2,051.44","2,064,730.00",22.00,"15,093.13",22.00,"8,534.47",22.00,"7,301.72","1,269.52","1,285,320.00",1.00,"49,343.55",1.00,"41,507.43",1.00,"40,893.14","4,677.37","5,041,110.00",339.92,91.8%,32.3%,7.9%,15.9%,0.4%,51.8%,100.0%,46.4%,91.8%,38.2%,100.0%,56.5%,100.0%,48.4%,100.0%,84.1%,100.0%,82.9%,Suburb Large,576.3445642,Middle Atlantic
15055,1,Pittsburgh,  -   ,PA,2012,  343 ,"  95,792 ","7,124.28","7,304,792.00",259.00,"33,798.52",257.00,"14,648.23",245.00,"12,090.28","2,174.88","2,246,700.00",83.00,"55,733.72",83.00,"28,138.15",83.00,"24,874.69","4,326.83","4,386,810.00",1.00,"6,260.17",1.00,"5,761.67",1.00,"5,700.63",622.57,"671,282.00",279.28,75.5%,35.3%,24.2%,58.2%,0.3%,6.5%,99.2%,43.3%,94.6%,35.8%,100.0%,50.5%,100.0%,44.6%,100.0%,92.0%,100.0%,91.1%,Suburb Large,587.7425803,Middle Atlantic
15057,0.2736919862,Pittsburgh,  -   ,PA,2012,"  2,263 ","  375,275 ","22,640.87","26,152,680.00","2,232.00","323,198.87","2,220.00","127,083.98","2,102.00","101,957.96","18,306.60","21,012,000.00",28.00,"26,141.34",28.00,"15,455.40",27.00,"14,354.89","2,028.42","2,401,310.00",3.00,"25,934.42",3.00,"20,075.07",3.00,"19,278.74","2,305.85","2,739,370.00",165.83,98.6%,86.1%,1.2%,7.0%,0.1%,6.9%,99.5%,39.3%,94.2%,31.5%,100.0%,59.1%,96.4%,54.9%,100.0%,77.4%,100.0%,74.3%,Rural Fringe,292.2628957,Middle Atlantic
15063,0.04363436097,Pittsburgh,  -   ,PA,2012,  21 ,"  2,946 ",153.96,"180,592.80",20.00,"2,328.73",20.00,906.84,16.00,690.54,114.66,"134,493.00",1.00,617.05,1.00,305.82,1.00,259.62,39.30,"46,099.80",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.28,95.2%,79.1%,4.8%,20.9%,0.0%,0.0%,100.0%,38.9%,80.0%,29.7%,100.0%,49.6%,100.0%,42.1%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Small,395.0189979,Middle Atlantic
15064,1,Pittsburgh,  -   ,PA,2012,  203 ,"  49,067 ","3,445.36","4,079,637.00",180.00,"22,543.54",179.00,"8,698.75",154.00,"6,925.56","1,254.21","1,456,480.00",22.00,"22,948.57",22.00,"16,500.18",22.00,"15,589.62","1,888.88","2,258,630.00",1.00,"3,574.79",1.00,"2,779.83",1.00,"2,653.54",302.27,"364,527.00",241.71,88.7%,45.9%,10.8%,46.8%,0.5%,7.3%,99.4%,38.6%,85.6%,30.7%,100.0%,71.9%,100.0%,67.9%,100.0%,77.8%,100.0%,74.2%,Suburb Large,623.3048914,Middle Atlantic
15068,0.06239697488,Pittsburgh,  -   ,PA,2012,  629 ,"  96,290 ","5,652.29","5,685,356.00",623.00,"92,741.53",614.00,"36,408.00",576.00,"29,756.72","5,341.34","5,372,880.00",6.00,"3,548.86",6.00,"2,231.00",6.00,"2,108.97",310.95,"312,476.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,153.08,99.0%,96.3%,1.0%,3.7%,0.0%,0.0%,98.6%,39.3%,92.5%,32.1%,100.0%,62.9%,100.0%,59.4%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Rural Fringe,847.3636184,Middle Atlantic
15071,0.9979939918,Pittsburgh,  -   ,PA,2012,"  4,076 ","  822,563 ","53,422.41","62,111,000.00","3,838.00","541,168.28","3,800.00","216,044.21","3,336.00","168,773.52","29,390.40","33,809,900.00",218.00,"179,170.82",218.00,"107,983.04",218.00,"98,710.64","14,403.10","16,734,900.00",20.00,"102,224.31",20.00,"85,015.94",20.00,"82,431.03","9,628.91","11,566,200.00",201.81,94.2%,65.8%,5.3%,21.8%,0.5%,12.4%,99.0%,39.9%,86.9%,31.2%,100.0%,60.3%,100.0%,55.1%,100.0%,83.2%,100.0%,80.6%,Suburb Large,559.3633715,Middle Atlantic
15083,0.5243043675,Pittsburgh,  -   ,PA,2012,  94 ,"  16,372 ",892.16,"919,863.00",91.00,"14,565.49",90.00,"5,606.59",76.00,"4,306.85",741.61,"769,511.00",3.00,"1,806.12",3.00,929.88,3.00,835.53,150.56,"150,352.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,174.17,96.8%,89.0%,3.2%,11.0%,0.0%,0.0%,98.9%,38.5%,83.5%,29.6%,100.0%,51.5%,100.0%,46.3%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Rural Fringe,241.7647084,Middle Atlantic
15084,0.005164048924,Pittsburgh,  -   ,PA,2012,  7 ,  686 ,29.51,"35,801.80",7.00,686.36,7.00,216.07,6.00,168.95,29.51,"35,801.80",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.05,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,31.5%,85.7%,24.6%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Large,391.9087509,Middle Atlantic
