date,0,1,2,3,4,5,6
2020-04-16 00:00:00,42,59,33,62,44,75,31
2020-04-16 01:00:00,41,66,29,63,47,74,31
2020-04-16 02:00:00,42,71,28,70,51,71,32
2020-04-16 03:00:00,44,77,29,76,57,69,32
2020-04-16 04:00:00,46,79,28,83,60,67,32
2020-04-16 05:00:00,46,81,27,91,59,68,32
2020-04-16 06:00:00,48,84,28,99,60,69,33
2020-04-16 07:00:00,46,87,26,100,61,70,34
2020-04-16 08:00:00,45,86,24,99,53,69,33
2020-04-16 09:00:00,41,82,22,91,44,62,30
2020-04-16 10:00:00,36,76,19,87,38,55,27
2020-04-16 11:00:00,34,71,19,77,33,47,23
2020-04-16 12:00:00,33,65,19,70,29,42,22
2020-04-16 13:00:00,33,58,18,58,26,36,22
2020-04-16 14:00:00,33,52,16,48,23,32,24
2020-04-16 15:00:00,33,49,16,41,21,27,27
2020-04-16 16:00:00,33,53,18,38,19,29,31
2020-04-16 17:00:00,34,53,20,38,19,27,35
2020-04-16 18:00:00,35,59,25,37,18,28,42
2020-04-16 19:00:00,38,64,28,35,19,31,47
2020-04-16 20:00:00,42,71,26,36,24,32,49
2020-04-16 21:00:00,48,74,26,39,27,31,47
2020-04-16 22:00:00,54,75,28,41,30,30,44
2020-04-16 23:00:00,56,77,30,44,33,28,44
2020-04-17 00:00:00,49,79,31,46,46,27,43
2020-04-17 01:00:00,41,81,32,50,58,27,44
2020-04-17 02:00:00,45,82,34,53,66,28,41
2020-04-17 03:00:00,49,83,34,58,71,27,44
2020-04-17 04:00:00,52,85,32,59,76,29,48
2020-04-17 05:00:00,53,86,33,61,79,31,51
2020-04-17 06:00:00,62,87,32,62,77,33,56
2020-04-17 07:00:00,65,87,31,63,77,37,53
2020-04-17 08:00:00,67,84,30,59,75,37,52
2020-04-17 09:00:00,66,79,28,54,71,38,49
2020-04-17 10:00:00,64,73,26,49,65,34,48
2020-04-17 11:00:00,63,69,27,43,54,31,43
2020-04-17 12:00:00,68,65,26,41,44,29,45
2020-04-17 13:00:00,68,60,28,39,33,27,51
2020-04-17 14:00:00,71,59,30,36,26,26,58
2020-04-17 15:00:00,65,57,32,33,21,26,61
2020-04-17 16:00:00,60,59,29,32,18,30,64
2020-04-17 17:00:00,50,59,32,30,19,31,67
2020-04-17 18:00:00,52,61,39,31,21,34,74
2020-04-17 19:00:00,54,65,51,34,24,44,79
2020-04-17 20:00:00,77,69,55,39,31,56,82
2020-04-17 21:00:00,78,71,56,43,39,65,85
2020-04-17 22:00:00,82,72,59,48,44,72,86
2020-04-17 23:00:00,84,73,59,51,47,78,86
2020-04-18 00:00:00,84,75,61,55,51,87,87
2020-04-18 01:00:00,85,76,62,58,55,92,88
2020-04-18 02:00:00,87,81,62,62,60,94,87
2020-04-18 03:00:00,89,81,61,67,66,96,88
2020-04-18 04:00:00,91,81,61,74,67,97,89
2020-04-18 05:00:00,93,77,63,81,67,100,92
2020-04-18 06:00:00,93,77,62,84,65,100,95
2020-04-18 07:00:00,93,77,62,90,62,100,96
2020-04-18 08:00:00,92,74,59,90,50,100,92
2020-04-18 09:00:00,86,70,57,82,38,100,89
2020-04-18 10:00:00,86,67,56,72,30,100,84
2020-04-18 11:00:00,89,63,53,61,26,100,81
2020-04-18 12:00:00,85,58,50,53,22,100,75
2020-04-18 13:00:00,80,54,48,50,20,96,73
2020-04-18 14:00:00,75,50,47,46,18,94,75
2020-04-18 15:00:00,76,48,47,44,17,86,73
2020-04-18 16:00:00,76,46,48,41,15,83,75
2020-04-18 17:00:00,79,49,51,42,14,89,75
2020-04-18 18:00:00,77,52,55,54,16,89,76
2020-04-18 19:00:00,83,58,58,66,17,92,82
2020-04-18 20:00:00,82,64,61,71,19,96,85
2020-04-18 21:00:00,82,69,65,79,21,98,85
2020-04-18 22:00:00,81,72,66,82,22,99,83
2020-04-18 23:00:00,80,74,68,83,25,98,85
2020-04-19 00:00:00,82,76,69,83,28,99,86
2020-04-19 01:00:00,83,78,66,81,33,100,86
2020-04-19 02:00:00,84,79,67,84,39,100,88
2020-04-19 03:00:00,82,82,68,85,48,100,87
2020-04-19 04:00:00,83,85,67,88,57,100,89
2020-04-19 05:00:00,83,85,66,89,64,100,88
2020-04-19 06:00:00,83,86,64,88,66,100,85
2020-04-19 07:00:00,82,86,64,88,67,100,86
2020-04-19 08:00:00,77,83,60,88,61,100,83
2020-04-19 09:00:00,72,76,56,79,54,100,76
2020-04-19 10:00:00,68,70,50,68,48,100,67
2020-04-19 11:00:00,68,65,46,54,43,100,61
2020-04-19 12:00:00,68,61,45,48,36,100,51
2020-04-19 13:00:00,68,56,42,45,32,95,45
2020-04-19 14:00:00,62,52,40,43,27,84,52
2020-04-19 15:00:00,57,49,38,47,23,77,52
2020-04-19 16:00:00,54,49,35,55,21,75,55
2020-04-19 17:00:00,55,49,35,56,20,71,55
2020-04-19 18:00:00,57,51,41,59,19,73,61
2020-04-19 19:00:00,64,57,47,74,18,77,70
2020-04-19 20:00:00,71,64,53,80,22,86,71
2020-04-19 21:00:00,73,67,58,88,27,89,70
2020-04-19 22:00:00,74,70,62,91,31,94,72
2020-04-19 23:00:00,75,72,63,90,34,97,70
2020-04-20 00:00:00,75,73,63,88,36,95,71
2020-04-20 01:00:00,76,74,60,89,40,97,77
2020-04-20 02:00:00,78,76,61,90,43,95,76
2020-04-20 03:00:00,79,77,63,94,51,94,81
2020-04-20 04:00:00,80,77,64,96,57,95,81
2020-04-20 05:00:00,79,76,65,98,62,98,81
2020-04-20 06:00:00,79,75,64,98,61,99,83
2020-04-20 07:00:00,83,75,63,100,61,100,82
2020-04-20 08:00:00,79,74,59,99,54,100,77
2020-04-20 09:00:00,73,70,54,92,44,100,73
2020-04-20 10:00:00,73,66,49,85,39,89,66
2020-04-20 11:00:00,71,60,49,76,35,83,58
2020-04-20 12:00:00,68,55,45,70,30,76,51
2020-04-20 13:00:00,67,51,43,60,26,74,48
2020-04-20 14:00:00,64,50,42,51,21,75,48
2020-04-20 15:00:00,65,50,41,44,16,71,51
2020-04-20 16:00:00,64,51,42,39,14,67,60
2020-04-20 17:00:00,64,55,42,36,13,69,64
2020-04-20 18:00:00,71,57,44,38,16,72,69
2020-04-20 19:00:00,78,62,50,40,17,77,78
2020-04-20 20:00:00,81,64,53,44,21,79,84
2020-04-20 21:00:00,82,68,58,53,25,85,86
2020-04-20 22:00:00,83,72,62,58,27,89,86
2020-04-20 23:00:00,83,74,65,64,30,93,85
2020-04-21 00:00:00,84,76,68,67,32,93,85
2020-04-21 01:00:00,87,78,68,72,36,93,87
2020-04-21 02:00:00,84,80,67,74,42,91,88
2020-04-21 03:00:00,84,82,70,79,54,93,88
2020-04-21 04:00:00,86,83,68,83,61,92,88
2020-04-21 05:00:00,87,83,70,89,67,96,92
2020-04-21 06:00:00,88,82,68,87,63,97,94
2020-04-21 07:00:00,89,84,65,90,62,99,96
2020-04-21 08:00:00,84,81,59,89,56,97,92
2020-04-21 09:00:00,82,75,55,83,47,94,87
2020-04-21 10:00:00,75,68,51,75,36,85,79
2020-04-21 11:00:00,79,62,48,66,26,76,62
2020-04-21 12:00:00,77,57,46,58,21,70,50
2020-04-21 13:00:00,81,52,44,49,17,62,49
2020-04-21 14:00:00,79,46,41,41,16,52,51
2020-04-21 15:00:00,68,43,39,34,14,50,48
2020-04-21 16:00:00,63,43,38,30,12,49,55
2020-04-21 17:00:00,67,43,37,28,12,46,57
2020-04-21 18:00:00,69,46,38,29,11,46,63
2020-04-21 19:00:00,70,50,42,31,12,53,71
2020-04-21 20:00:00,75,56,53,32,16,63,77
2020-04-21 21:00:00,75,59,59,38,24,68,76
2020-04-21 22:00:00,77,64,59,40,30,71,77
2020-04-21 23:00:00,78,68,58,41,37,73,74
2020-04-22 00:00:00,79,71,57,47,43,75,70
2020-04-22 01:00:00,80,73,54,52,51,75,67
2020-04-22 02:00:00,81,75,51,55,59,76,62
2020-04-22 03:00:00,79,76,49,60,66,79,60
2020-04-22 04:00:00,78,78,47,65,72,81,57
2020-04-22 05:00:00,80,79,44,67,75,83,56
2020-04-22 06:00:00,83,80,43,66,73,85,54
2020-04-22 07:00:00,82,81,40,65,73,87,48
2020-04-22 08:00:00,80,76,39,62,68,86,42
2020-04-22 09:00:00,73,67,34,55,60,82,36
2020-04-22 10:00:00,66,60,27,47,52,73,29
2020-04-22 11:00:00,60,51,19,40,43,68,25
2020-04-22 12:00:00,58,45,15,36,33,65,21
2020-04-22 13:00:00,53,41,14,32,27,66,18
2020-04-22 14:00:00,57,37,13,29,23,70,16
2020-04-22 15:00:00,58,36,15,25,22,75,17
2020-04-22 16:00:00,57,39,15,24,21,81,19
2020-04-22 17:00:00,56,42,17,24,22,85,23
2020-04-22 18:00:00,55,48,18,22,22,90,28
2020-04-22 19:00:00,62,55,19,25,25,91,30
2020-04-22 20:00:00,67,63,26,28,30,92,33
2020-04-22 21:00:00,54,68,31,35,38,94,30
2020-04-22 22:00:00,59,71,34,39,43,95,30
2020-04-22 23:00:00,64,71,34,44,47,95,27
2020-04-23 00:00:00,71,74,33,49,49,97,27
2020-04-23 01:00:00,72,74,30,53,50,100,28
2020-04-23 02:00:00,72,75,30,57,50,100,30
2020-04-23 03:00:00,71,75,30,63,55,100,28
2020-04-23 04:00:00,71,76,25,65,60,100,27
2020-04-23 05:00:00,73,78,23,67,57,100,26
2020-04-23 06:00:00,72,80,24,67,56,100,28
2020-04-23 07:00:00,69,81,24,69,51,100,28
2020-04-23 08:00:00,69,76,23,68,41,100,26
2020-04-23 09:00:00,66,67,23,61,31,91,22
2020-04-23 10:00:00,66,61,21,56,26,78,20
2020-04-23 11:00:00,64,54,18,50,22,61,19
2020-04-23 12:00:00,60,48,16,46,18,51,18
2020-04-23 13:00:00,62,42,15,41,18,47,18
2020-04-23 14:00:00,63,38,15,36,18,40,19
2020-04-23 15:00:00,57,35,16,31,16,37,19
2020-04-23 16:00:00,53,35,18,27,17,34,20
2020-04-23 17:00:00,50,36,19,23,17,31,22
2020-04-23 18:00:00,59,37,20,21,17,35,28
2020-04-23 19:00:00,62,41,23,25,18,41,38
2020-04-23 20:00:00,62,46,28,26,20,47,44
2020-04-23 21:00:00,66,50,34,31,25,53,45
2020-04-23 22:00:00,73,54,37,36,28,54,44
2020-04-23 23:00:00,72,56,37,41,30,57,42
2020-04-24 00:00:00,74,58,37,46,33,57,42
2020-04-24 01:00:00,73,59,38,50,35,58,41
2020-04-24 02:00:00,67,61,39,55,38,58,43
2020-04-24 03:00:00,63,63,38,61,44,59,43
2020-04-24 04:00:00,64,63,36,63,49,60,41
2020-04-24 05:00:00,65,61,35,65,54,63,39
2020-04-24 06:00:00,69,63,31,68,49,67,41
2020-04-24 07:00:00,66,63,28,69,46,71,41
2020-04-24 08:00:00,55,57,22,64,36,69,37
2020-04-24 09:00:00,46,44,17,54,27,65,31
2020-04-24 10:00:00,46,36,11,47,24,58,26
2020-04-24 11:00:00,47,31,11,41,21,52,24
2020-04-24 12:00:00,45,29,11,35,16,49,22
2020-04-24 13:00:00,46,27,12,31,14,47,20
2020-04-24 14:00:00,47,25,10,27,11,45,17
2020-04-24 15:00:00,45,25,11,24,9,44,16
2020-04-24 16:00:00,45,25,11,22,8,44,15
2020-04-24 17:00:00,44,26,12,20,7,45,15
2020-04-24 18:00:00,45,30,12,22,6,48,16
2020-04-24 19:00:00,46,36,14,24,6,55,18
2020-04-24 20:00:00,51,42,17,26,7,60,20
2020-04-24 21:00:00,51,46,21,33,8,67,23
2020-04-24 22:00:00,51,49,23,35,10,69,26
2020-04-24 23:00:00,52,49,23,38,19,70,28
2020-04-25 00:00:00,54,52,26,42,31,71,31
2020-04-25 01:00:00,58,55,26,44,40,72,32
2020-04-25 02:00:00,64,58,27,47,50,74,34
2020-04-25 03:00:00,64,61,25,51,60,76,34
2020-04-25 04:00:00,66,65,27,59,66,78,35
2020-04-25 05:00:00,64,66,26,63,70,81,35
2020-04-25 06:00:00,66,67,27,64,71,85,36
2020-04-25 07:00:00,66,67,25,65,77,89,33
2020-04-25 08:00:00,62,63,23,59,71,90,30
2020-04-25 09:00:00,55,55,21,50,61,87,26
2020-04-25 10:00:00,42,48,18,42,51,80,21
2020-04-25 11:00:00,31,41,16,35,43,67,18
2020-04-25 12:00:00,28,37,14,29,35,58,16
2020-04-25 13:00:00,27,33,14,25,27,52,15
2020-04-25 14:00:00,27,29,13,21,20,43,14
2020-04-25 15:00:00,37,27,14,18,15,41,14
2020-04-25 16:00:00,48,27,14,16,12,39,14
2020-04-25 17:00:00,50,30,15,14,10,39,16
2020-04-25 18:00:00,53,36,16,14,9,43,18
2020-04-25 19:00:00,55,42,23,16,10,52,30
2020-04-25 20:00:00,61,48,22,19,13,60,34
2020-04-25 21:00:00,64,47,24,26,18,64,31
2020-04-25 22:00:00,51,51,27,29,21,68,30
2020-04-25 23:00:00,44,54,30,33,24,71,28
2020-04-26 00:00:00,36,57,29,36,28,73,25
2020-04-26 01:00:00,45,62,28,39,30,75,23
2020-04-26 02:00:00,55,66,23,42,34,75,22
2020-04-26 03:00:00,49,71,22,48,43,77,21
2020-04-26 04:00:00,55,71,22,52,51,78,21
2020-04-26 05:00:00,57,73,23,52,51,83,21
2020-04-26 06:00:00,61,76,23,52,57,86,20
2020-04-26 07:00:00,62,75,22,50,57,89,21
2020-04-26 08:00:00,61,73,20,48,48,89,20
2020-04-26 09:00:00,54,62,17,43,36,87,17
2020-04-26 10:00:00,45,55,14,35,29,79,16
2020-04-26 11:00:00,38,48,13,28,22,67,14
2020-04-26 12:00:00,38,43,12,25,16,59,15
2020-04-26 13:00:00,41,40,12,22,13,51,17
2020-04-26 14:00:00,43,35,13,21,12,45,19
2020-04-26 15:00:00,40,34,13,19,10,41,20
2020-04-26 16:00:00,38,36,15,17,9,40,22
2020-04-26 17:00:00,40,36,16,16,9,38,23
2020-04-26 18:00:00,39,38,19,15,9,41,26
2020-04-26 19:00:00,46,40,22,18,11,50,30
2020-04-26 20:00:00,51,40,20,23,14,61,32
2020-04-26 21:00:00,56,38,24,30,18,64,32
2020-04-26 22:00:00,60,38,26,34,21,65,31
2020-04-26 23:00:00,54,38,29,40,21,65,31
2020-04-27 00:00:00,64,37,30,43,20,68,31
2020-04-27 01:00:00,60,38,29,46,21,68,31
2020-04-27 02:00:00,57,45,29,47,23,70,32
2020-04-27 03:00:00,57,50,30,49,27,70,34
2020-04-27 04:00:00,61,54,31,52,32,70,36
2020-04-27 05:00:00,57,57,31,55,34,73,37
2020-04-27 06:00:00,60,61,30,57,35,73,39
2020-04-27 07:00:00,59,63,28,56,37,77,37
2020-04-27 08:00:00,48,57,27,49,35,80,32
2020-04-27 09:00:00,43,50,25,42,30,65,29
2020-04-27 10:00:00,40,45,22,32,25,56,27
2020-04-27 11:00:00,38,40,19,24,20,50,24
2020-04-27 12:00:00,38,38,18,19,16,50,21
2020-04-27 13:00:00,39,34,18,15,13,52,19
2020-04-27 14:00:00,38,32,18,13,11,50,18
2020-04-27 15:00:00,39,32,19,11,10,51,21
2020-04-27 16:00:00,39,34,21,10,8,51,22
2020-04-27 17:00:00,38,36,23,9,8,57,23
2020-04-27 18:00:00,38,41,27,9,10,60,29
2020-04-27 19:00:00,39,47,34,11,11,65,39
2020-04-27 20:00:00,42,54,37,13,16,73,48
2020-04-27 21:00:00,40,59,39,18,21,77,44
2020-04-27 22:00:00,41,60,40,21,24,80,37
2020-04-27 23:00:00,46,62,39,25,26,80,30
2020-04-28 00:00:00,48,65,39,29,28,81,25
2020-04-28 01:00:00,52,69,39,35,29,82,22
2020-04-28 02:00:00,54,71,37,39,29,82,17
2020-04-28 03:00:00,54,73,34,46,31,81,15
